label,dc,text_snippet
0,1.250000,"所谓整体性，是指课程改革通常以区域为单位，由教育管理部门对本地区基础教育课程改革做出统筹规划、整体布..."
0,-0.069824,"反洗钱监测中心需要对可疑交易报告中汇总信息设定交易阈值(如超过某个金额的电汇数据)，超过阈值进行警告..."
0,2.765625,"新冠肺炎疫情发生以来，党中央统筹部署，全国人民迅速动员，举国上下展现出无与伦比的抗疫决心与团结精神，..."
0,-0.515625,"比如，欧洲学分系统，即全日制欧洲学生，每学年应获得６０个欧洲学分，每一学分又对应２５-３０小时的学习..."
0,0.482422,"一直以来，儿童健康权受到全球的普遍重视。联合国大会通过的《儿童权利公约》规定，每个儿童享有生存权、受..."
0,0.601563,"通过改变仿真系统中信号发射、接收端功能结构，降低系统各节点间信号传输数据量，提高系统运行速率，从而实..."
0,0.585938,"精神科护理学课程安排在本科阶段的第2学年第2学期&均选用徐国彬主编的0精神科护理学1）1*为教材'理..."
0,0.621094,"从财政事权和支出责任划分的角度，以双下沉两提升为代表的省域内医疗资源优化配置改革应明确省级政府的主要..."
0,2.265625,"与范畴研究同时并已有成就的还有命题研究。与范畴相比，命题无疑是更为复杂也更为深刻地表达思想观念的短语..."
0,-1.671875,"基本权利具有固有性、普遍性、不可侵犯性,但基本权利行使应以不得损害国家的、社会的、集体的利益和其他公..."
0,0.255859,"随着数据价值的日益凸显,个人数据面临着被过度搜集、挖掘、交易乃至跨境流动的风险，个人数据侵权问题随之..."
0,1.648438,"整合电商直播资源，重构直播营销体系。突破传统'4P'网络营销理论，遵循SICAS理论整合农产品直播电..."
0,0.304688,"Millstein(2009)提出了判断因果关系的CIT方法，将因果推断问题视为一条数学条件的链，所..."
0,0.074219,"重大突发公共卫生事件的防控工作是一项复杂的系统工程，任务大、要点多、牵扯面广，没有中央统筹的协调和部..."
0,-0.182617,"实践主体的多元化和主体实践的试错欲望，是导致教育技术实践文化漂移的根本原因。我国教育技术实践参与主体..."
0,-0.337891,"充分考虑各地区经济发展禀赋的客观差异需结合'十九大'后新时期国家的总体战略布局、能源产业规划等来制定..."
0,-0.667969,"近年来，区块链技术获得了各个行业的广泛关注，尤其是以高盛、汇丰等４０多家银行在２０１５年底成立的Ｒ３..."
0,0.104492,"同时，不法分子可能利⽤弱⼈⼯⽹能产品本身存在的漏洞，实现⾀⼰的犯罪⽬的。在这种情况下，弱⼈⼯⽹能产品..."
0,-0.730469,"如何理解实事求是、与时俱进这一解释立场?笔者认为，'实事'是指我国刑法规定本身(指刑法条文的语义范围..."
0,-0.435547,"综上所述，永久性肠造口手术患者的心理创伤远大于身体上的创伤，大部分患者产生强烈的负性情绪，多集中在手..."
0,2.171875,"结果A~E组苏醒时间、拔管时间及定向力恢复时间、收缩压(SBP)、舒张压(DBP)、心率(HR)、平..."
0,-0.851563,"值班律师出现以后，由于值班律师与犯罪嫌疑人被告人之间没有建立委托辩护关系，所以诉讼权利的告知义务释明..."
0,-0.644531,"城市综合体总承包项目管理难度较高，学界和工程界已有一些研究成果，如城市综合体投资风险管理、精益管理、..."
0,-0.202148,"多数研究指向高管薪酬对企业创新具有一定的促进作用。Ｂｕｌａｎ和Ｓａｎｙａｌ（２０１１）认为高管薪酬正..."
0,2.593750,"选取天津商业大学、天津工业大学、天津理工大学、天津师范大学、天津城建大学、天津中医药大学、天津科技大..."
0,-0.351563,"脊神经结扎模型(spinal nerve ligation model,SNL)是一种模拟单神经病变..."
0,0.484375,"阿尔茨海默病（AD）、帕金森病（PD）和多发性硬化症（MS）是常见的神经退行性疾病，往往伴随胃肠道动..."
0,1.093750,"个人信息则是具有个人识别性的信息,包括自然人的姓名,出生日期,身份证件号码,生物识别信息,住址,电话..."
0,0.945313,"在新一轮竞争全球化的大背景下，营商环境正受到越来越多经济体的重视，各国均在通过不断提升法治化程度以改..."
0,0.578125,"它是一个综合的概念，不仅是一个包容广泛的术语而且还可根据上下文语境来确定其具体所指的涵义，可以包括行..."
0,0.361328,"本研究基于因果推断方法检验mRNA在年龄和LGG之间的中介效应,年龄通过调控11个基因的表达，进而影..."
0,-0.695313,"由于踝关节特殊的解剖结构，发生骨折早期常伴有较明显的患处肿胀，严重的肿胀可造成疼痛加剧、延迟手术时间..."
0,0.335938,"传统算法是根据输入指令给出解决结果的特定任务程序，与之形成较大优势的是新一代人工智能的机器学习算法，..."
0,0.330078,"采用BCC模型对我国1999-2019年医疗资源配置效率进行纵向分析,同时对2019年我国31省市医..."
0,-0.925781,"然而，越来越多肾脏病理资料证实，糖尿病患者合并的肾脏损害中非糖尿肾病（non diabeticren..."
0,0.000000,"LQ越大，该地金融集聚水平越高，若LQ_i>1，说明i地区金融部门就业超过全国水平，表现出集聚现象。..."
0,-0.215820,"所谓'讲哲学'，首先'讲'的就是哲学是什么。那么要知道冯友兰如何看待中国哲学，自然应该从'讲哲学'谈..."
0,-0.335938,"基因组学在肿瘤耐药领域被广泛应用，主要是通过测序技术对生物体内所有基因进行表征和定量，研究其对生命活..."
0,0.507813,"2009年，区块链在'Bitcoin：A Peer-to-Peer Electronic Cash ..."
0,0.953125,"教育治理建立在公共治理的理论基础之上。学界普遍将新公共管理理论、新公共服务理论、公共选择理论等作为公..."
0,1.273438,"2017年中国步入社会主义新时代，各种新情况出现，体育志愿服务参与体育治理存在诸多挑战。在体育志愿服..."
0,-0.083008,"公众理解科学的必要性和迫切性，与科学需要的专长技能之间的矛盾，凸显了科学教育理解科学功能的重要性。并..."
0,-0.322266,"BPPV的管石复位是Portland耳科诊所的EpleyJM首先提出，其后根据不同半规管类型，不同学..."
0,1.390625,"目的：探讨血压昼夜节律与年轻高血压患者靶器官损伤的相关性。方法：研究纳入2012~2017年在中国医..."
0,0.167969,"在基本医疗保险制度外，各地通过开展儿童补充医疗保险，为儿童提供进一步保障。一是个人缴费，由政府建立针..."
0,1.242188,"该部分内容作为该书的重点，系统阐述了绩效管理的实践内容及步骤等，对于绩效管理的开展具有重要指导作用。..."
0,0.910156,"晚期肾细胞癌是指肿瘤细胞已经超出肾脏组织并侵犯周围器官或发生远处转移的阶段，由于肿瘤细胞引起肾脏结构..."
0,0.251953,"党的十八大以来，党中央、国务院高度重视农村宅基地管理制度改革与政策创新问题，在内容和实施路径上做出了..."
0,0.894531,"《国家中长期教育改革和发展规划纲要：2010-2020年》指出，课堂应以学生为中心，充分发挥学生的主..."
0,0.468750,"理论上，一方面，'营改增'避免了制造业服务要素投入环节的重复征税有利于企业扩大规模，提高制造业全要素..."
0,0.345703,"丙酮酸是糖酵解的重要产物，并且可以转化为乙酰辅酶A，乙酰辅酶A是柠檬酸合成的重要前体，柠檬酸则是柠檬..."
0,-1.515625,"作为一个常见的生活行为暴露，饮酒与ALS的关系引起了广泛关注。先前一项大型瑞典国家队列研究的结果表明..."
0,0.652344,"民法典侵权责任编的制定要着力解决我国当前社会生活中的问题，面向当下，符合‘此时此地的正义要求’。同时..."
0,1.656250,"由北京大学中国政治学研究中心承担，以北京大学俞可平教授为总负责人、北京大学何增科教授等学者参加的'中..."
0,1.179688,"韩晶（２０１２）在考虑环境污染与能源消耗的基础上，测度了中国各地区绿色创新效率及其影响因素，认为中国..."
0,0.098145,"结果表明:1)农户遗产保护认知的行为态度对其参与遗产保护意愿的正向影响不显著,但农户遗产保护认知的主..."
0,0.261719,"按照⽂献记载⽅法，应⽤Cochrane评价⼿册中的风险偏倚评估⼯具进⾏评估对纳入的所有随机对照试验⽂..."
0,1.171875,"本文在覆盖所有攻击类型的基础上，随机抽取部分数据，实现样本数据的均衡。数据集的统计信息如表１所示，在..."
0,0.196289,"古代文学作品是中华传统文化的载体，往往折射出古人浪漫的人文情怀和独特的东方审美。笔者在进行安徽省20..."
0,0.761719,"第一类观点支持波特提出的'波特假说'，认为妥善设计的环境规制能够引致企业创新，提高全要素生产率。Ｚｈ..."
0,2.046875,"在党中央的集中统一领导下，全国的优势资源被迅速整合，各方力量不断汇集，各个地区、各个部门、各个行业分..."
0,1.757813,"近年来，为进一步深化海外市场布局，大型网络文学企业纷纷搭建海外传播平台，拓展海外传播渠道。2017年..."
0,-0.134766,"不能获得真实用户评测结果，自然不能准确反映用户的真实情况．文献［１７］构建了位置和时间感知的社会协同..."
0,0.337891,"对于文学与社会历史之间的新型关系，新历史主义采用了经济学中的术语'流通''协商''交换'来说明，而这..."
0,0.535156,"跨区域城市轨道交通协调发展是适应城市圈层化发展、解决区域出行新需求的有效途径。跨区域城市轨道交通线路..."
0,0.000000,"如果企业的环境保护行为能为企业带来经济利益的提升，那么企业环境保护行为将成为一项主动行为，有利于提高..."
0,0.214844,"首先，《学前幼儿英语教育》一书强调了工作过程系统化课程设计对培养高职学前教育专业学生英语能力的重要作..."
0,0.464844,"统计异常数据流对于决策树各个节点的流量情况，记录异常数据流在决策树中最先开始分枝节点node，计算异..."
0,2.015625,"实验室多年来紧密围绕我国生殖健康的战略需求，聚焦人类生殖领域的关键科学问题，秉持'基础-预防-临床'..."
0,-0.437500,"中国武术作为具有中华民族代表性的文化遗产和优秀传统文化之一，其价值一直学者们研究的主要对象。不论是在..."
0,0.333984,"1研究对象以2019年1-9月在上海交通大学医学院附属仁济医院重症医学科轮转培训的住院医师为研究对象..."
0,-0.683594,"本研究结果显示,乳腺癌术后患者的SSRS与FCR得分呈负相关,表明乳腺癌术后患者疾病SSRS越高,其..."
0,-0.310547,"对５９所高校人工智能学院所在省份进行梳理，旨在了解当前我国高校人工智能学院的地域分布，进而宏观把握我..."
0,1.539063,"社区户内燃气系统的构成，如图2所示。社区燃气用户家中的燃气设施一般包括燃气立管、燃气表、燃气阀门、燃..."
0,-0.316406,"市场基础型方法是指包含市场预期的市场类指标(如股票市场收益率、市场价值、托宾Q值)，可以更好地反映企..."
0,-0.929688,"纵观２００６年以来政府发布的长期护理保险政策文件可以发现，长期护理保险对象从关注老年人发展到重点关注..."
0,-0.169922,"为抵抗马来西亚一元化的教育政策，并称为'董教总'的'马来西亚华校教师会总会'简称'教总'和'马来西亚..."
0,0.425781,"用户中20-38岁的男性青年占比70成以上，且绝大多数为大学及以上学历，其中大多数为学生或是外派中国..."
0,-1.796875,"从整体上来说在全球互联网化的时代里网络安全与国家的利益企业的安全民众的权益等都密切相关并成为影响网络..."
0,-1.492188,"凯恩斯主义主张突破古典经济学所创造的年度平衡预算限制，信奉通过灵活的财政预算管理来保证高就业水平,却..."
0,0.453125,"可以避开各种困难知识的学习，人们无须再去进行繁杂的理解、计算、推理，这类事情交由人工智能完成。事实上..."
0,0.431641,"关于住房保障政策评估方面的研究，国内外学者着重探讨了保障性住房供给、住房保障政策、制度的阶段性特征，..."
0,0.656250,"非正态分布的计量资料以中位数M和第25、75百分位数P25,P75表示，组间比较采用独立样本秩和检验..."
0,-1.359375,"由中德科学中心资助尧华中师范大学教育大数据应用技术国家工程实验室承办的GZ1531国际学术研讨会于3..."
0,-0.730469,"企业技术创新需要以高强度研发投入为前提，Ｗｉｎｄ数据也显示上市公司披露的研发费用数额持续增长。影响企..."
0,2.843750,"医院环境清洁程度、灭菌消毒效果与医院感染存在紧密关联，而医院感染控制与管理是保障医院安全运营的基础，..."
0,0.660156,"我国的慢性病管理由以医院为主逐渐转为以社区为主。医院诊断应针对慢性病患者制定个性化治疗方案和进行自我..."
0,0.072266,"沙库巴曲缬沙坦口服后快速吸收，可在体内分解为两个活性成分缬沙坦和沙库巴曲。沙库巴曲在体内很快被羧酸酯..."
0,-0.964844,"一方面,对于欠发达地区、乡村地区、部分西部地区等外围地区而言,旅游业是经济发展、社会就业和居民增收的..."
0,-0.707031,"然而，人们逐渐认识到，专家系统面临着'知识工程瓶颈'问题，即依靠人把知识总结出来再教给计算机是相当困..."
0,1.210938,"产层组合的前提条件是各产层物性及流体性质相似。多煤层低渗条件下，储集层物性基本相似，但储集层压力及临..."
0,0.474609,"我国作为全球人口最多的国家，在充分保障国内民众卫生健康权利的同时始终致力于为全球治理提供'公共产品'..."
0,0.380859,"１．３血肿体积测量血肿扩大的定义为２４ｈ内两次头颅CT平扫图像相比，血肿至少扩大３３％或６ｍｌ以上，..."
0,0.855469,"在血浆中的浓度均会升高，因此，13-TG和PF4是血小板活化的重要指标。临床研究发现，急性心肌梗死和..."
0,0.453125,"刮痧治疗腰椎间盘突出有镇痛效果，天冬氨酸、谷氨酰胺参加丙氨酸、天冬氨酸和谷氨酸代谢。在谷氨酰胺酶的催..."
0,1.007813,"文献作为人类认识和改造世界的重要资源，是进行科学交流、获取情报、传授知识的重要工具，同时也是文献学、..."
0,-0.457031,"监督是治理的基础，国家审计作为一种重要的外部监督制度安排，是应对法律机制和市场机制失灵的重要补充，是..."
0,0.000000,"而弱势部门要向强势部门请求开放数据接口或者调用相关数据，大多情况下并不能得到强势部门的真心配合。此外..."
0,1.109375,"'四大名著'中最早进入中学语文教材的是《西游记》，统编本语文教材七年级上册的名著导读便是《〈西游记〉..."
0,0.498047,"针对不孕不育高发和经济负担沉重问题，部分低生育率国家制定了多元化的医疗保障政策[１４－１５]，提高了..."
0,0.566406,"履⾏判决作为法院在综合研判案情的的基础上，以事实为依据、以法律为准绳作出的裁定结果，直接表现为司法权..."
0,0.472656,"综观国内目前对于壮剧的研究，主要集中于两个方面：一是探讨如何充分发掘和保护传统壮剧的资料、传承人和表..."
0,0.414063,"美国法的域外适用充满了不确定性，行为类型、主体、经济背景、社会因素、监管环境、法官背景等都会产生影响..."
0,0.261719,"但金融监管机构和互联网金融企业在投入监管科技的过程中面临着监管双方信息不对称且尚未形成统一的标准和体..."
0,1.437500,"1934年，于学忠在《重印畿辅通志序》中说:'同光之际，李文忠督直隶最久，特延黄子寿先生总其成，复广..."
0,-0.812500,"然而，随着大学生学习投入实然状态的研究及其批评理论的出现，学习投入研究的关注点逐渐发生了变迁。Asa..."
0,0.187500,"当生菜生长到莲座期，摘取中间的生菜叶片，剔除新、老叶，进行图像采集。将生菜叶片置于一張A4白纸上，用..."
0,0.972656,"如果按照这种思路延展，重蹈我国司法审判中对旧法一般条款（第2条）适用的反向演绎逻辑，依据未来新法一般..."
0,-0.488281,"唐代诗歌就像一颗璀璨夺目的宝石在历史的长河里熠熠生辉展现出独特的魅力它既是传统文化的代表又是人类诗歌..."
0,0.800781,"但霍译本的译文却全都用抽象名词做主语。霍译本把具体的生命体变异成非生命体（客观世界或抽象概念），反映..."
0,0.890625,"后期维特根斯坦重新思考了《逻辑哲学论》中提出的'语言图象论'，开创了以'语言游戏为核心'的'日常语言..."
0,-0.241211,"中国近现代史的主流和'纲要'课程的性质就决定了'纲要'课教学目的主要是让大学生认识近现代中国社会发展..."
0,-0.194336,"'中国近现代史纲要'课是以历史叙事方式对大学生进行思想政治教育的一门必修的思想政治理论课。在实际有限..."
0,-0.820313,"在５Cs模型的基础上，有国内学者编制了９８条目（ChinesePositiveYouthDevelo..."
0,2.234375,"例如，国外的矿业权出让金（即矿业权申请者为取得矿业权而向资源所有者支付的费用）、中国体现国家所有者权..."
0,-1.062500,"Henstridge等应用了解剖组织的高分辨率成像与神经病理学,基因筛查和ALS病例的认知分析的独特..."
0,0.933594,"科尔曼（J.S.Coleman）在《哈佛教育评论》中提出了'教育机会平等'的概念，胡森（T.Huse..."
0,-1.359375,"２０１６年１２月，国务院印发了《'十三五'国家信息化规划》（后文统一简称为《规划》），《规划》中提到..."
0,0.085938,"0技术,引导顾客通过多种方式参与企业创新、进行自主研发生产成为工业4.0时代的一种时尚。加之2020..."
0,0.894531,"法院不仅可以对已有专利立法条款进行限制、补充和协调，使得即使在缺乏具体法律规定的情况下，亦可依此原则..."
0,0.863281,"基于耗散哈密顿系统的控制方法是一种从能量角度研究控制策略的方法。不同于传统的控制方法，端口受控哈密顿..."
0,-0.192383,"由于中国地域辽阔不同区域的创新资源禀赋各异有效的区域创新政策内容应针对区域特色优势资源进行灵活定制以..."
0,1.140625,"'行为标准'主要考察发生在美国境内的行为是否对整个证券欺诈活动具有关键作用；'效果标准'则与新证券法..."
0,0.181641,"从微观角度看，个别医疗机构不重视最根本的'三基三严'训练，部分医务人员基本功不扎实，无法保障最基础的..."
0,-2.093750,"操作系统作为软件系统的核心,其安全性与可靠性是构造高可信软件的最为关键的一步.嵌入式实时操作系统因其..."
0,0.380859,"在知识经济和信息时代，面对爆炸式增长的网络知识和不断更新的数字技术,教师原有的知识能力已经无法满足自..."
0,0.094727,"当前装备机械系统趋向高机动、轻量化和精密化方向发展,如航空发动机、重型燃轮机、火炮供输弹系统等复杂机..."
0,0.000000,"从家庭联产承包责任制和社会主义市场经济体制下的农村发展到社会主义新农村建设，再到乡村振兴战略和美丽乡..."
0,0.294922,"尧斯认为，读者在阅读时会从类型的前理解、已经熟识作品的形式与主题、从诗歌语言和实践语言的对立中产生期..."
0,0.253906,"2001年，以美国麻省理工学院为首的一批世界一流大学启动了开放课件项目。2002年，联合国教科文组织..."
0,1.171875,"随着土地改革等建设改革运动如火如荼开展，我国农村生产力被大大解放，国家建设对农业技术人才的需求与日俱..."
0,0.664063,"主要涉及计算广告的信息检索技术、定向技术、文本分类与挖掘技术，尤其是基于大数据计算的各种算法，甚至包..."
0,1.968750,"文化研究在台湾意味着什么？陈光兴将文化研究的出现归结为台湾的社会历史转型，'在面对社会剧变的浪潮中，..."
0,0.718750,"研究发现积极财政政策有效促进了微观企业平稳度过困难时期，在微观企业层面取得较好效果，有力地推动了经济..."
0,-0.917969,"因而,有学者提出,'面对高等教育全球化的发展趋势,斯里兰卡高等教育的发展需要以提供服务和创收为导向的..."
0,0.531250,"例如危机发生前的突发公共卫生事件预警工作是否完善?危机治理中是否有效利用了科学技术?危机解除后,如何..."
0,0.703125,"2017年2月至2018年6月,采用便利抽样法选取深圳市3所三级甲等综合医院收治的180例乳腺癌术后..."
0,-0.605469,"揭示目前人工智能教育现状的'技术主义倾向'、'学科特质不够'、'教育功能狭窄'和'智能水平不高'四重..."
0,-1.687500,"2005年HIBBARD等［12］又对该量表进行提炼精减到13个条目的PAM简版量表。本研究采用的是..."
0,1.085938,"背景尽管有证据表明父母与早产儿之间互动的增加可以改善早产儿及父母的结果指标，但父母通常被认为是新生儿..."
0,0.882813,"鉴于此，本文采用ＦＳＩ对供给侧结构性改革期间系统性金融风险进行识别，从而为预警模型的构建奠定坚实的基..."
0,0.632813,"依据信任调节模型，信任是个体理解与他人的关系的核心要素，信任通过影响一个人对未来行为的评估或解释另一..."
0,1.546875,"与杓型组相比，非杓型组患者年龄较大、男性占比较低、eGFR较低，差异均有统计学意义（P均<0.05）..."
0,1.375000,"以创新发展为引领的五大发展理念，既是区域经济发展的基本原则，也是破解上述诸多挑战的法宝，是构成中国特..."
0,1.296875,"随着《条例》和《规定》的实施，学界借鉴域外信息公开制度的经验，对信息公开的范围大多主张以公开原则为指..."
0,-1.039063,"他认为前者所包含的道德责任的概念在西方占据统治地位，意在排除或取代所有的其他的伦理学的考量，而实际上..."
0,-0.182617,"国外研究者对数据产权问题的研究主要以厘清数据客体上所承载的权利为出发点,DAVID(2001)认为数..."
0,-0.302734,"高校'纲要'课承载着教育引导学生领会'两个深刻'、坚定'四个选择'的教学使命，最终使青年大学生坚定中..."
0,1.070313,"我国侦查取证规则存在诸多不足，基于刑事证据规则一体化的视角，构建系统、全面、科学的侦查取证规则，显得..."
0,0.120117,"第二篇重点厘清了修辞和语言、语言和文字的关系，明确提出'修辞所可利用的，是语言文字的一切可能性'。其..."
0,0.917969,"随着金融跨境活动日益频繁，各国逐渐在不同程度上规定和扩展了其境内法律的域外法律适用情形。为避免可能引..."
0,0.828125,"学习分析用到的数据分析与处理方法一般有三类：(1)统计学方法，包括描述统计、排序、方差、相关分析、回..."
0,-0.640625,"本研究结果显示,合并CMBs的PD患者认知功能更差,对药物反应性越差,WMH和LI的程度越重,并且C..."
0,-4.093750,"收集所有患者的术前、术后第1天和术后1年内随访资料，术前接受X射线和计算机断层扫描(com­pute..."
0,0.558594,"詹姆逊把资本主义划分为三个阶段:马克思撰写《资本论》时期的国家资本主义阶段、列宁论述的垄断资本主义或..."
0,-2.375000,"ChaibongH认为制度理论包含强制性、规范性和文化－认知性三个要素，这三个要素是制度理论的基础和..."
0,0.781250,"2021年3月,《中华人民共和国国民经济和社会发展第十四个五年规划和2035年远景目标纲要》指出要'..."
0,-0.472656,"在满足知识产权国际保护基本要求的前提下，我国确立的知识产权保护水平和具体的制度架构无疑应当充分考虑我..."
0,0.503906,"研究发现，社会资本与健康之间存在正相关关系，即社会资本水平较高的群体的平均健康状况要优于社会资本水平..."
0,0.386719,"则管网中单元i的正常工作的概率为Pi=1－ni×Tr/(365×24)。定义路径连通率为路径上所有单..."
0,0.466797,"勒鲁瓦-古兰从民族学的角度来考察技术逻辑的普遍性，并提出了'技术趋势'的概念。他认为'技术趋势具有普..."
0,1.007813,"该项目的芬兰语首字母缩写为TASUKO，其成员来自所有开展教师教育的高校，负责人是赫尔辛基大学的伊琳..."
0,-1.859375,"由于程序语言的复杂性、程序性质的多样性,自动化的程序分析往往具有相当大的难度.根据Rice定理:对于..."
0,1.156250,"《语言学的邀请》一书被誉为一本语言学经典，因其受到世界各地读者的广泛喜爱，现已被译为八种以上的语言。..."
0,1.656250,"通常，每颗卫星使用多波束天线进行覆盖，每个波束将形成一个小区，因此地球表面将由同一卫星的不同波束以及..."
0,1.398438,"脑卒中占全球所有残疾调整生命年(disability-adjusted life years,DAL..."
0,0.871094,"河北省应主动采取有效措施来解决区域经济发展失衡问题。⼀⽅⾯，河北省应充分发挥部分地区的优势，推动当地..."
0,-0.679688,"阳明心身学说认为：心是身的宰制，身是心的形体运用；在本来意义上，道心人心是一而非二，在心之类别上，道..."
0,0.773438,"刮痧治疗腰椎间盘突出症被广泛应用于临床，且疗效十分显著。相对于临床试验研究，现阶段该领域仍极其缺乏对..."
0,-0.111328,"法律应对人工 智能问题进行顶层设计，建立‘人工 智能社会的宪法’，意即人工 智能对法律体系和法律制度..."
0,2.296875,"在前沿领域形成领先优势。三是安全可控,以产业链供应链安全可控为重要基础。新发展格局要求大幅提升产业基..."
0,0.000000,"从准则层可以看出，失地后弱势群体的社会保障水平有了明显提高，居住情况基本持平，但经济状况、发展机会、..."
0,-0.068359,"10月B日全面依法治国论坛暨实证法学研究年会2019在河南郑州召开会议由中国社会科学院法学研究所河南..."
0,1.242188,"汉译'观念史'和'思想史'，原本似乎是一回事，却可能让人无所适从。同样，德语中的'Ideengesc..."
0,0.202148,"背景血脂异常、原发性高血压、糖尿病、肥胖、吸烟、不健康饮食及身体活动不足等是动脉粥样硬化性心血管疾病..."
0,1.046875,"三是儿童照料服务,包括3岁以前托育与3-6岁学前教育的公共投入情况,以及6岁以下儿童照料服务覆盖程度..."
0,-0.960938,"社会心理学家将‘偏见’定义为对某一社会群体及其成员的一种不公正态度，是一种事先或预先就有的判断。如果..."
0,1.984375,"自20世纪80年代中期开始，中国学术界曾以国家社科基金课题的形式开展'现代新儒学思潮研究'。这一课题..."
0,1.007813,"因此，经常从事健康行为(如体育锻炼、合理饮食、体检、休息放松等)的个人健康状况更好，经常从事风险行为..."
